Card_Id,Ink,Image,Cost,Inkable,Name,Type,Body_Text,Classifications,Lore,Willpower,Strength,Move_Cost,KeywordAbilities,Abilities
1_39,Amethyst,https://lorcana-api.com/images/dr._facilier/remarkable_gentleman/dr._facilier-remarkable_gentleman-large.png,3,True,Dr. Facilier - Remarkable Gentleman,Character,"Dreams Made Real - Whenever you play a song, you may look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.","Storyborn, Villain, Sorcerer",1.0,4.0,2.0,,,['Dreams Made Real']
1_4,Amber,https://lorcana-api.com/images/goofy/musketeer/goofy-musketeer-large.png,5,True,Goofy - Musketeer,Character,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

And Two For Tea! - When you play this character, you may remove up to 2 damage from each of your Musketeer characters.","Dreamborn, Hero, Musketeer",1.0,6.0,3.0,,Bodyguard,"['Bodyguard', 'And Two For Tea!']"
1_40,Amethyst,https://lorcana-api.com/images/elsa/queen_regent/elsa-queen_regent-large.png,4,True,Elsa - Queen Regent,Character,,"Storyborn, Hero, Queen, Sorcerer",1.0,4.0,4.0,,,[]
1_41,Amethyst,https://lorcana-api.com/images/elsa/snow_queen/elsa-snow_queen-large.png,3,True,Elsa - Snow Queen,Character,Freeze -{e} - Exert chosen opposing character.,"Dreamborn, Hero, Queen, Sorcerer",1.0,3.0,2.0,,,['Freeze -{e}']
1_42,Amethyst,https://lorcana-api.com/images/elsa/spirit_of_winter/elsa-spirit_of_winter-large.png,8,False,Elsa - Spirit of Winter,Character,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Elsa.) 

Deep Freeze - When you play this character, exert up to 2 chosen characters. They can't ready at the start of their next turn.","Floodborn, Hero, Queen, Sorcerer",3.0,6.0,4.0,,Shift 6,"['Shift 6', 'Deep Freeze']"
1_43,Amethyst,https://lorcana-api.com/images/flotsam/ursula's_spy/flotsam-ursula's_spy-large.png,5,False,Flotsam - Ursula's Spy,Character,"Rush (This character can challenge the turn they're played.) 

Dexterous Lunge - Your characters named Jetsam gain Rush.","Storyborn, Ally",2.0,4.0,3.0,,Rush,"['Rush', 'Dexterous Lunge']"
1_44,Amethyst,https://lorcana-api.com/images/jafar/keeper_of_secrets/jafar-keeper_of_secrets-large.png,4,True,Jafar - Keeper of Secrets,Character,Hidden Wonders - This character gets +1 {s} for each card in your hand.,"Dreamborn, Villain, Sorcerer",2.0,5.0,0.0,,,['Hidden Wonders']
1_45,Amethyst,https://lorcana-api.com/images/jafar/wicked_sorcerer/jafar-wicked_sorcerer-large.png,4,True,Jafar - Wicked Sorcerer,Character,"Challenger +3 (When challenging, this character gets +3 {s}.) ","Dreamborn, Villain, Sorcerer",1.0,5.0,2.0,,Challenger +3,['Challenger +3']
1_46,Amethyst,https://lorcana-api.com/images/jetsam/ursula's_spy/jetsam-ursula's_spy-large.png,4,True,Jetsam - Ursula's Spy,Character,"Evasive (Only characters with Evasive can challenge this character.) 

Sinister Slither - Your characters named Flotsam gain Evasive.","Storyborn, Ally",1.0,3.0,3.0,,Evasive,"['Evasive', 'Sinister Slither']"
1_47,Amethyst,https://lorcana-api.com/images/magic_broom/bucket_brigade/magic_broom-bucket_brigade-large.png,2,True,Magic Broom - Bucket Brigade,Character,"Sweep - When you play this character, you may shuffle a card from any discard into its player's deck.","Dreamborn, Broom",1.0,2.0,2.0,,,['Sweep']
1_48,Amethyst,https://lorcana-api.com/images/maleficent/biding_her_time/maleficent-biding_her_time-large.png,1,False,Maleficent - Biding Her Time,Character,,"Dreamborn, Villain, Sorcerer",2.0,1.0,1.0,,,[]
1_49,Amethyst,https://lorcana-api.com/images/maleficent/sorceress/maleficent-sorceress-large.png,3,True,Maleficent - Sorceress,Character,"Cast My Spell! - When you play this character, you may draw a card.","Storyborn, Villain, Sorcerer",1.0,2.0,2.0,,,['Cast My Spell!']
1_5,Amber,https://lorcana-api.com/images/hades/king_of_olympus/hades-king_of_olympus-large.png,8,False,Hades - King of Olympus,Character,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Hades.) 

Sinister Plot - This character gets +1 {l} for each other Villain character you have in play.","Floodborn, Villain, King, Deity",1.0,7.0,6.0,,Shift 6,"['Shift 6', 'Sinister Plot']"
1_50,Amethyst,https://lorcana-api.com/images/marshmallow/persistent_guardian/marshmallow-persistent_guardian-large.png,6,False,Marshmallow - Persistent Guardian,Character,"Durable - When this character is banished in a challenge, you may return this card to your hand.","Storyborn, Ally",1.0,5.0,5.0,,,['Durable']
1_51,Amethyst,https://lorcana-api.com/images/mickey_mouse/wayward_sorcerer/mickey_mouse-wayward_sorcerer-large.png,4,True,Mickey Mouse - Wayward Sorcerer,Character,"Animate Broom - You pay 1 {i} less to play Broom characters.

Ceaseless Worker - Whenever one of your Broom characters is banished in a challenge, you may return that card to your hand.","Dreamborn, Sorcerer",2.0,4.0,3.0,,,"['Animate Broom', 'Ceaseless Worker']"
1_52,Amethyst,https://lorcana-api.com/images/olaf/friendly_snowman/olaf-friendly_snowman-large.png,1,True,Olaf - Friendly Snowman,Character,,"Storyborn, Ally",1.0,3.0,1.0,,,[]
1_53,Amethyst,https://lorcana-api.com/images/pascal/rapunzel's_companion/pascal-rapunzel's_companion-large.png,1,True,Pascal - Rapunzel's Companion,Character,"Camouflage -  While you have another character in play, this character gains Evasive. (Only characters with Evasive can challenge them.)","Storyborn, Ally",1.0,1.0,1.0,,Evasive,['Camouflage']
1_54,Amethyst,https://lorcana-api.com/images/rafiki/mysterious_sage/rafiki-mysterious_sage-large.png,3,False,Rafiki - Mysterious Sage,Character,Rush (This character can challenge the turn they're played.) ,"Dreamborn, Mentor, Sorcerer",1.0,3.0,3.0,,Rush,['Rush']
1_55,Amethyst,https://lorcana-api.com/images/sven/official_ice_deliverer/sven-official_ice_deliverer-large.png,6,True,Sven - Official Ice Deliverer,Character,,"Storyborn, Ally",1.0,7.0,5.0,,,[]
1_56,Amethyst,https://lorcana-api.com/images/the_queen/wicked_and_vain/the_queen-wicked_and_vain-large.png,5,True,The Queen - Wicked and Vain,Character,I Summon Thee - {e} - Draw a card.,"Storyborn, Villain, Queen",1.0,5.0,4.0,,,['I Summon Thee']
1_57,Amethyst,https://lorcana-api.com/images/the_wardrobe/belle's_confidant/the_wardrobe-belle's_confidant-large.png,3,True,The Wardrobe - Belle's Confidant,Character,,"Dreamborn, Ally",1.0,4.0,3.0,,,[]
1_58,Amethyst,https://lorcana-api.com/images/tinker_bell/peter_pan's_ally/tinker_bell-peter_pan's_ally-large.png,5,False,Tinker Bell - Peter Pan's Ally,Character,Evasive (Only characters with Evasive can challenge this character.)   Loyal and Devoted - Your characters named Peter Pan gain Challenger +1.,"Storyborn, Ally, Fairy",2.0,3.0,3.0,,"Evasive, Challenger +1","['Evasive', 'Loyal and Devoted']"
1_59,Amethyst,https://lorcana-api.com/images/ursula/power_hungry/ursula-power_hungry-large.png,7,False,Ursula - Power Hungry,Character,"It's Too Easy! - When you play this character, each opponent loses 1 lore. You may draw a card for each 1 lore lost this way.","Storyborn, Villain, Sorcerer",3.0,8.0,2.0,,,"[""It's Too Easy!""]"
1_6,Amber,https://lorcana-api.com/images/hades/lord_of_the_underworld/hades-lord_of_the_underworld-large.png,4,False,Hades - Lord of the Underworld,Character,"Well of Souls - When you play this character, return a character card from your discard to your hand.","Storyborn, Villain, Deity",1.0,2.0,3.0,,,['Well of Souls']
1_60,Amethyst,https://lorcana-api.com/images/yzma/alchemist/yzma-alchemist-large.png,2,True,Yzma - Alchemist,Character,"You're Excused - Whenever this character quests, look at the top card of your deck. Put it on either the top or the bottom of your deck","Dreamborn, Villain, Sorcerer",1.0,2.0,2.0,,,"[""You're Excused""]"
1_61,Amethyst,https://lorcana-api.com/images/zeus/god_of_lightning/zeus-god_of_lightning-large.png,4,False,Zeus - God of Lightning,Character,"Rush (This character can challenge the turn they're played.) 

Challenger +4 (While challenging, this character get +4 {s}.) ","Storyborn, Deity",2.0,4.0,0.0,,"Rush, Challenger +4","['Rush', 'Challenger +4']"
1_69,Emerald,https://lorcana-api.com/images/aladdin/prince_ali/aladdin-prince_ali-large.png,2,True,Aladdin - Prince Ali,Character,Ward (Opponents can't choose this character except to challenge.) ,"Storyborn, Hero, Prince",1.0,2.0,2.0,,Ward,['Ward']
1_7,Amber,https://lorcana-api.com/images/heihei/boat_snack/heihei-boat_snack-large.png,1,True,Heihei - Boat Snack,Character,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)","Storyborn, Ally",1.0,2.0,1.0,,Support,['Support']
1_70,Emerald,https://lorcana-api.com/images/beast/wolfsbane/beast-wolfsbane-large.png,5,False,Beast - Wolfsbane,Character,"Rush (This character can challenge the turn they're played.) 

Roar - When you play this character, exert all opposing damaged characters.","Dreamborn, Hero, Prince",2.0,4.0,4.0,,Rush,"['Rush', 'Roar']"
1_71,Emerald,https://lorcana-api.com/images/cheshire_cat/not_all_there/cheshire_cat-not_all_there-large.png,3,True,Cheshire Cat - Not All There,Character,"Lose Something? - When this character is challenged and banished, banish the challenging character.",Storyborn,2.0,3.0,0.0,,,['Lose Something?']
1_72,Emerald,https://lorcana-api.com/images/cruella_de_vil/miserable_as_usual/cruella_de_vil-miserable_as_usual-large.png,2,True,Cruella De Vil - Miserable as Usual,Character,"You'll Be Sorry! - When this character is challenged and banished, you may return chosen character to their player's hand.","Storyborn, Villain",1.0,3.0,1.0,,,"[""You'll Be Sorry!""]"
1_73,Emerald,https://lorcana-api.com/images/duke_of_weselton/opportunistic_official/duke_of_weselton-opportunistic_official-large.png,1,True,Duke Of Weselton - Opportunistic Official,Character,,"Storyborn, Villain",1.0,2.0,2.0,,,[]
1_74,Emerald,https://lorcana-api.com/images/flynn_rider/charming_rogue/flynn_rider-charming_rogue-large.png,2,True,Flynn Rider - Charming Rogue,Character,"Here Comes The Smolder - Whenever this character is challenged, the challenging player chooses and discards a card.","Storyborn, Hero, Prince",2.0,2.0,1.0,,,['Here Comes The Smolder']
1_75,Emerald,https://lorcana-api.com/images/genie/on_the_job/genie-on_the_job-large.png,6,False,Genie - On the Job,Character,"Evasive (Only characters with Evasive can challenge this character.) 

Disappear - When you play this character, you may return chosen character to their player's hand.","Storyborn, Ally",2.0,4.0,3.0,,Evasive,"['Evasive', 'Disappear']"
1_76,Emerald,https://lorcana-api.com/images/genie/powers_unleashed/genie-powers_unleashed-large.png,8,False,Genie - Powers Unleashed,Character,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Genie.) 

Evasive (Only characters with Evasive can challenge this character.) 

Phenomenal Cosmic Power! - Whenever this character quests, you may play an action with cost 5 or less for free.","Floodborn, Hero",3.0,5.0,3.0,,"Shift 6, Evasive","['Evasive', 'Shift 6', 'Phenomenal Cosmic Power!']"
1_77,Emerald,https://lorcana-api.com/images/genie/the_ever_impressive/genie-the_ever_impressive-large.png,2,True,Genie - The Ever Impressive,Character,,"Dreamborn, Ally",1.0,3.0,2.0,,,[]
1_78,Emerald,https://lorcana-api.com/images/hans/scheming_prince/hans-scheming_prince-large.png,4,True,Hans - Scheming Prince,Character,,"Storyborn, Villain, Prince",3.0,3.0,3.0,,,[]
1_79,Emerald,https://lorcana-api.com/images/horace/no-good_scoundrel/horace-no-good_scoundrel-large.png,3,True,Horace - No-Good Scoundrel,Character,,"Storyborn, Ally",1.0,3.0,4.0,,,[]
1_8,Amber,https://lorcana-api.com/images/lefou/bumbler/lefou-bumbler-large.png,2,True,Lefou - Bumbler,Character,"Loyal - If you have a character named Gaston in play, you pay 1 {i} less to play this character.","Storyborn, Ally",2.0,2.0,1.0,,,['Loyal']
1_80,Emerald,https://lorcana-api.com/images/iago/loud-mouthed_parrot/iago-loud-mouthed_parrot-large.png,3,True,Iago - Loud-Mouthed Parrot,Character,You Got A Problem? - {e} - Chosen character gains Reckless during their next turn. (They can't quest and must challenge if able.),"Storyborn, Ally",1.0,4.0,1.0,,Reckless,['You Got A Problem?']
1_81,Emerald,https://lorcana-api.com/images/jasper/common_crook/jasper-common_crook-large.png,3,True,Jasper - Common Crook,Character,"Puppynapping - Whenever this character quests, chosen opposing character can't quest during their next turn.","Storyborn, Ally",1.0,4.0,2.0,,,['Puppynapping']
1_82,Emerald,https://lorcana-api.com/images/john_silver/alien_pirate/john_silver-alien_pirate-large.png,6,True,John Silver - Alien Pirate,Character,"Pick Your Fights - When you play this character and whenever he quests, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)","Storyborn, Villain, Alien, Pirate, Captain",2.0,5.0,5.0,,Reckless,['Pick Your Fights']
1_83,Emerald,https://lorcana-api.com/images/jumba_jookiba/renegade_scientist/jumba_jookiba-renegade_scientist-large.png,5,True,Jumba Jookiba - Renegade Scientist,Character,,"Dreamborn, Alien, Inventor",2.0,5.0,4.0,,,[]
1_84,Emerald,https://lorcana-api.com/images/kuzco/temperamental_emperor/kuzco-temperamental_emperor-large.png,5,False,Kuzco - Temperamental Emperor,Character,"Ward (Opponents can't choose this character except to challenge.) 

No Touchy! - When this character is challenged and banished, you may banish the challenging character.","Storyborn, King",3.0,4.0,2.0,,Ward,"['Ward', 'No Touchy!']"
1_85,Emerald,https://lorcana-api.com/images/lady_tremaine/wicked_stepmother/lady_tremaine-wicked_stepmother-large.png,6,False,Lady Tremaine - Wicked Stepmother,Character,"Do It Again! - When you play this character, you may return an action card from your discard to your hand.","Dreamborn, Villain",1.0,5.0,1.0,,,['Do It Again!']
1_86,Emerald,https://lorcana-api.com/images/mad_hatter/gracious_host/mad_hatter-gracious_host-large.png,5,True,Mad Hatter - Gracious Host,Character,"Tea Party - Whenever this character is challenged, you may draw a card.",Storyborn,3.0,4.0,2.0,,,['Tea Party']
1_87,Emerald,https://lorcana-api.com/images/megara/pulling_the_strings/megara-pulling_the_strings-large.png,2,True,Megara - Pulling the Strings,Character,"Wonder Boy - When you play this character, chosen character gets +2 {s} this turn.","Dreamborn, Ally",1.0,1.0,2.0,,,['Wonder Boy']
1_88,Emerald,https://lorcana-api.com/images/mickey_mouse/artful_rogue/mickey_mouse-artful_rogue-large.png,7,False,Mickey Mouse - Artful Rogue,Character,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Mickey Mouse.) 

Misdirection - Whenever you play an action, chosen opposing character can't quest during their next turn.","Floodborn, Hero",2.0,5.0,6.0,,Shift 5,"['Shift 5', 'Misdirection']"
1_89,Emerald,https://lorcana-api.com/images/mickey_mouse/steamboat_pilot/mickey_mouse-steamboat_pilot-large.png,3,True,Mickey Mouse - Steamboat Pilot,Character,,"Storyborn, Hero, Captain",1.0,4.0,3.0,,,[]
1_9,Amber,https://lorcana-api.com/images/lilo/making_a_wish/lilo-making_a_wish-large.png,1,False,Lilo - Making a Wish,Character,,"Storyborn, Hero",2.0,1.0,1.0,,,[]
1_90,Emerald,https://lorcana-api.com/images/mother_gothel/selfish_manipulator/mother_gothel-selfish_manipulator-large.png,6,True,Mother Gothel - Selfish Manipulator,Character,"Skip The Drama, Stay With Mama - While this character is exerted, opposing characters can't quest.","Storyborn, Villain",2.0,6.0,3.0,,,"['Skip The Drama, Stay With Mama']"
1_91,Emerald,https://lorcana-api.com/images/peter_pan/never_landing/peter_pan-never_landing-large.png,3,True,Peter Pan - Never Landing,Character,Evasive (Only characters with Evasive can challenge this character.) ,"Dreamborn, Hero",1.0,2.0,3.0,,Evasive,['Evasive']
1_92,Emerald,https://lorcana-api.com/images/tamatoa/drab_little_crab/tamatoa-drab_little_crab-large.png,2,True,Tamatoa - Drab Little Crab,Character,,Dreamborn,1.0,4.0,1.0,,,[]
1_93,Emerald,https://lorcana-api.com/images/tinker_bell/most_helpful/tinker_bell-most_helpful-large.png,4,True,Tinker Bell - Most Helpful,Character,"Evasive (Only characters with Evasive can challenge this character.) 

Pixie Dust - When you play this character, chosen character gains Evasive this turn.","Storyborn, Ally, Fairy",1.0,3.0,2.0,,Evasive,"['Evasive', 'Pixie Dust']"
2_1,Amber,https://lorcana-api.com/images/bashful/hopeless_romantic/bashful-hopeless_romantic-large.png,4,True,Bashful - Hopeless Romantic,Character,"Oh, Gosh! - This character can't quest unless you have another Seven Dwarfs character in play.","Storyborn, Ally, Seven Dwarfs",3.0,5.0,2.0,,,"['Oh, Gosh!']"
2_10,Amber,https://lorcana-api.com/images/grumpy/bad-tempered/grumpy-bad-tempered-large.png,4,True,Grumpy - Bad-Tempered,Character,There's Trouble A-Brewin' - Your other Seven Dwarfs characters get +1 {s}.,"Storyborn,  Ally, Seven Dwarfs",1.0,4.0,3.0,,,"[""There's Trouble A-Brewin'""]"
2_103,Ruby,https://lorcana-api.com/images/baloo/fun-loving_bear/baloo-fun-loving_bear-large.png,3,True,Baloo - Fun-Loving Bear,Character,,"Storyborn, Ally",1.0,3.0,4.0,,,[]
2_104,Ruby,https://lorcana-api.com/images/boun/precocious_entrepeneur/boun-precocious_entrepeneur-large.png,2,True,Boun - Precocious Entrepreneur,Character,,"Storyborn, Ally",1.0,3.0,2.0,,,[]
2_105,Ruby,https://lorcana-api.com/images/card_soldiers/full_deck/card_soldiers-full_deck-large.png,5,True,Card Soldiers - Full Deck,Character,,"Storyborn, Ally",2.0,5.0,5.0,,,[]
2_106,Ruby,https://lorcana-api.com/images/donald_duck/not_again!/donald_duck-not_again!-large.png,5,True,Donald Duck - Not Again!,Character,Evasive (Only characters with Evasive can challenge this character.)  Phooey!: This character gets +1 {l} for each 1 damage on him.,"Dreamborn, Hero",1.0,5.0,1.0,,Evasive,"['Evasive', 'Phooey!']"
2_107,Ruby,https://lorcana-api.com/images/felicia/always_hungry/felicia-always_hungry-large.png,1,True,Felicia - Always Hungry,Character,Reckless (This character can't quest and must challenge each turn if able.),"Dreamborn, Ally",0.0,1.0,3.0,,Reckless,['Reckless']
2_108,Ruby,https://lorcana-api.com/images/fidget/ratigan's_henchman/fidget-ratigan's_henchman-large.png,3,True,Fidget - Ratigan's Henchman,Character,"Evasive (Only characters with Evasive can challenge this character.)
","Dreamborn, Ally",1.0,2.0,3.0,,Evasive,['Evasive']
2_109,Ruby,https://lorcana-api.com/images/honest_john/not_that_honest/honest_john-not_that_honest-large.png,3,False,Honest John - Not That Honest,Character,"Easy Street - Whenever you play a Floodborn character, each opponent loses 1 lore.","Storyborn, Villain",1.0,3.0,2.0,,,['Easy Street']
2_11,Amber,https://lorcana-api.com/images/happy/good-natured/happy-good-natured-large.png,5,True,Happy - Good-Natured,Character,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)","Storyborn, Ally, Seven Dwarfs",2.0,5.0,3.0,,Support,['Support']
2_110,Ruby,https://lorcana-api.com/images/lady_tremaine/imperious_queen/lady_tremaine-imperious_queen-large.png,6,False,Lady Tremaine - Imperious Queen,Character,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Lady Tremaine.)

Power To Rule At Last - When you play this character, each opponent chooses and banishes one of their characters.","Floodborn, Villain, Queen",2.0,4.0,3.0,,Shift 4,"['Shift 4', 'Power To Rule At Last']"
2_111,Ruby,https://lorcana-api.com/images/lady_tremaine/overbearing_monarch/lady_tremaine-overbearing_monarch-large.png,2,False,Lady Tremaine - Overbearing Matriarch,Character,"Not For You - When you play this character, each opponent with more lore than you loses 1 lore.","Storyborn, Villain",1.0,2.0,2.0,,,['Not For You']
2_112,Ruby,https://lorcana-api.com/images/lumiere/hotheaded_candelabra/lumiere-hotheaded_candelabra-large.png,7,True,Lumiere - Hotheaded Candelabra,Character,,"Dreamborn, Ally",2.0,7.0,7.0,,,[]
2_113,Ruby,https://lorcana-api.com/images/minnie_mouse/stylish_surfer/minnie_mouse-stylish_surfer-large.png,3,True,Minnie Mouse - Stylish Surfer,Character,Evasive (Only characters with Evasive can challenge this character.),"Dreamborn, Hero",2.0,3.0,1.0,,Evasive,['Evasive']
2_114,Ruby,https://lorcana-api.com/images/minnie_mouse/wide-eyed_diver/minnie_mouse-wide-eyed_diver-large.png,4,True,Minnie Mouse - Wide-Eyed Diver,Character,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Minnie Mouse.)
Evasive (Only Characters with Evasive can challenge this character.)
Undersea Adventure: Whenever you play a second action in a turn, this character gets +2 {l} this turn.","Floodborn, Hero",1.0,3.0,2.0,,"Shift 2, Evasive","['Evasive', 'Shift 2', 'Undersea Adventure']"
2_115,Ruby,https://lorcana-api.com/images/minnie_mouse/zipping_around/minnie_mouse-zipping_around-large.png,2,True,Minnie Mouse - Zipping Around,Character,,"Storyborn, Hero",2.0,2.0,3.0,,,[]
2_116,Ruby,https://lorcana-api.com/images/mother_gothel/withered_and_wicked/mother_gothel-withered_and_wicked-large.png,2,True,Mother Gothel - Withered And Wicked,Character,What Have You Done?!: This character enters play with 3 damage.,"Storyborn, Villain",1.0,4.0,3.0,,,['What Have You Done?!']
2_117,Ruby,https://lorcana-api.com/images/mulan/soldier_in_training/mulan-soldier_in_training-large.png,4,False,Mulan - Soldier In Training,Character,Rush (This character can challenge the turn they're played.),"Storyborn, Hero, Princess",1.0,3.0,4.0,,Rush,['Rush']
2_118,Ruby,https://lorcana-api.com/images/namaari/nemesis/namaari-nemesis-large.png,4,False,Namaari - Nemesis,Character,"This Shouldn't Take Long: {e}, Banish this character - Banish chosen character.","Storyborn, Villain, Princess",1.0,3.0,3.0,,,"[""This Shouldn't Take Long""]"
2_119,Ruby,https://lorcana-api.com/images/queen_of_hearts/impulsive_ruler/queen_of_hearts-impulsive_ruler-large.png,2,True,Queen Of Hearts - Impulsive Ruler,Character,Rush (This character can challenge the turn they're played.),"Storyborn, Villain, Queen",1.0,2.0,2.0,,Rush,['Rush']
2_12,Amber,https://lorcana-api.com/images/king_louie/jungle_vip/king_louie-jungle_vip-large.png,7,True,King Louie - Jungle VIP,Character,"Lay It On The Line - Whenever another character is banished, you may remove up to 2 damage from this character.","Storyborn, King",2.0,8.0,3.0,,,['Lay It On The Line']
2_120,Ruby,https://lorcana-api.com/images/queen_of_hearts/sensing_weakness/queen_of_hearts-sensing_weakness-large.png,5,True,Queen Of Hearts - Sensing Weakness,Character,"Shift 2 (You may pay 2 {i} to play this on top of one of your characters named Queen of Hearts.)
Let The Game Being: Whenever one of your characters challenges another character, you may draw a card.","Floodborn, Villain, Queen",1.0,3.0,4.0,,Shift 2,"['Shift 2', 'Let The Game Being']"
2_121,Ruby,https://lorcana-api.com/images/ratigan/very_large_mouse/ratigan-very_large_mouse-large.png,5,False,Ratigan - Very Large Mouse,Character,"This Is My Kingdom: When you play this character, exert chosen opposing character with 3 {s} or less. Choose one of your characters and read them. They can't quest for the rest of this turn.","Storyborn, Villain",2.0,3.0,3.0,,,['This Is My Kingdom']
2_122,Ruby,https://lorcana-api.com/images/raya/headstrong/raya-headstrong-large.png,3,True,Raya - Headstrong,Character,"Note To Self, Don't Die: During your turn, whenever this character banishes another character in a challenge, you may ready this character. She can't quest for the rest of this turn.","Storyborn, Hero, Princess",1.0,3.0,2.0,,,"[""Note To Self, Don't Die""]"
2_123,Ruby,https://lorcana-api.com/images/raya/leader_of_heart/raya-leader_of_heart-large.png,6,True,Raya - Leader of Heart,Character,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Raya.)
Champion Of Kumandra: Whenever this character challenges a damaged character, she takes no damage from the challenge.","Floodborn, Hero, Princess",2.0,3.0,5.0,,Shift 4,"['Shift 4', 'Champion Of Kumandra']"
2_124,Ruby,https://lorcana-api.com/images/raya/warrior_of_kumandra/raya-warrior_of_kumandra-large.png,4,True,Raya - Warrior Of Kumandra,Character,,"Storyborn, Hero, Princess",1.0,3.0,5.0,,,[]
2_125,Ruby,https://lorcana-api.com/images/scar/vicious_cheater/scar-vicious_cheater-large.png,7,False,Scar - Vicious Cheater,Character,"Rush (This character can challenge the turn they're played.)
Daddy Isn't Here To Save You: During your turn, whenever this character banishes another character in a challenge, you may ready this character. He can't quest for the rest of this turn.",,2.0,5.0,6.0,,Rush,"['Rush', ""Daddy Isn't Here To Save You""]"
2_126,Ruby,https://lorcana-api.com/images/shere_khan/menacing_predator/shere_khan-menacing_predator-large.png,3,True,Shere Khan - Menacing Predator,Character,"Don't Insult My Intelligence: Whenever one of your characters challenges another character, gain 1 lore.","Storyborn, Villain",1.0,3.0,3.0,,,"[""Don't Insult My Intelligence""]"
2_127,Ruby,https://lorcana-api.com/images/tigger/one_of_a_kind/tigger-one_of_a_kind-large.png,3,True,Tigger - One Of A Kind,Character,"Energetic: Whenever you play an action, this character gets +2 {s} this turn.","Dreamborn, Tigger",1.0,3.0,3.0,,,['Energetic']
2_128,Ruby,https://lorcana-api.com/images/tuk_tuk/wrecking_ball/tuk_tuk-wrecking_ball-large.png,4,False,Tuk Tuk - Wrecking Ball,Character,Reckless (This character can't quest and must challenge each turn if able.),"Storyborn, Ally",0.0,5.0,4.0,,Reckless,['Reckless']
2_13,Amber,https://lorcana-api.com/images/mickey_mouse/friendly_face/mickey_mouse-friendly_face-large.png,6,True,Mickey Mouse - Friendly Face,Character,"Glad You're Here! - Whenever this character quests, you pay 3 {i} less for the next character you play this turn.","Storyborn, Hero",3.0,6.0,1.0,,,"[""Glad You're Here!""]"
2_137,Sapphire,https://lorcana-api.com/images/alice/growing_girl/alice-growing_girl-large.png,3,True,Alice - Growing Girl,Character,"Good Advice - Your other characters gain Support. (Whenever they quest, you may add their {s} to another chosen character's {s} this turn.) What Did I Do? - While this character has 10 {s} or more, she gets +4 {l}.","Dreamborn, Hero",1.0,4.0,1.0,,Support,"['Good Advice', 'What Did I Do?']"
2_138,Sapphire,https://lorcana-api.com/images/basic/great_mouse_detective/basic-great_mouse_detective-large.png,6,True,Basil - Great Mouse Detective,Character,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Basil.)
There's Always A Chance: If you used Shift to play this character, you may draw 2 cards when he enters play.","Floodborn, Hero, Detective",3.0,4.0,3.0,,Shift 5,"['Shift 5', ""There's Always A Chance""]"
2_139,Sapphire,https://lorcana-api.com/images/basil/of_baker_street/basil-of_baker_street-large.png,2,True,Basil - Of Baker Street,Character,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)","Dreamborn, Hero, Detective",1.0,2.0,2.0,,Support,['Support']
2_14,Amber,https://lorcana-api.com/images/mufasa/betrayed_leader/mufasa-betrayed_leader-large.png,5,True,Mufasa - Betrayed Leader,Character,"The Sun Will Set - When this character is banished, you may reveal the top card of your deck. If it's a character card, you may play that character for free and they enter play exerted. Otherwise, put it on the top of your deck.","Storyborn, Mentor, King",2.0,3.0,3.0,,,['The Sun Will Set']
2_140,Sapphire,https://lorcana-api.com/images/basil/perceptive_investigator/basil-perceptive_investigator-large.png,4,True,Basil - Perceptive Investigator,Character,,"Storyborn, Hero, Detective",2.0,4.0,3.0,,,[]
2_141,Sapphire,https://lorcana-api.com/images/caterpillar/calm_and_collected/caterpillar-calm_and_collected-large.png,3,True,Caterpillar - Calm and Collected,Character,,Dreamborn,3.0,3.0,1.0,,,[]
2_142,Sapphire,https://lorcana-api.com/images/cogsworth/grandfather_clock/cogsworth-grandfather_clock-large.png,5,True,Cogsworth - Grandfather Clock,Character,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Cogsworth.)
Ward (Opponents can't choose this character except to challenge.)
Unwind: Your other characters gain Resist +1 (Damage dealt to them is reduced by 1)","Floodborn, Ally",2.0,5.0,2.0,,"Shift 3, Ward, Resist +1","['Ward', 'Shift 3', 'Unwind']"
2_143,Sapphire,https://lorcana-api.com/images/cogsworth/talking_clock/cogsworth-talking_clock-large.png,2,True,Cogsworth - Talking Clock,Character,"Wait A Minute: Your characters with Reckless gain ""{e} - Gain 1 lore.""","Storyborn, Ally",1.0,3.0,2.0,,Reckless,['Wait A Minute']
